line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.747838870000000E+08    0.800000 -0.589990  3.688430  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0084  3.688430    0.000  1.898370  7.061440  0.7166422E+00  0.2691322E+00  1.4384680E-03  3.6162710E-04  1.2732810E-03  5.6906080E-03  3.8585870E-06  1.2106720E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  2  0.299135550000000E+09    0.800000 -0.588470  3.687420  0.7207358E+00  0.2652851E+00  2.2607090E-03  3.6230060E-05  6.5504450E-04  5.6802510E-03  3.8127220E-06  1.2814030E-05  1.7858660E-03  2.4274120E-04  0.000E+00  0.0000  3.687420    0.000  1.899740  7.056470  0.7083824E+00  0.2772360E+00  5.8302680E-04  2.0573850E-04  2.4440090E-03  5.6965540E-03  3.9304700E-06  1.0828440E-05  1.7905900E-03  2.4346710E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  3  0.508530430000000E+09    0.800000 -0.586960  3.687240  0.7216485E+00  0.2643986E+00  2.2549700E-03  3.6128130E-05  6.5347640E-04  5.6672620E-03  3.8033280E-06  1.2780070E-05  1.7821070E-03  2.4216390E-04  0.000E+00  0.0000  3.687240    0.000  1.903460  7.055950  0.7007234E+00  0.2848171E+00  2.6050300E-04  9.3833590E-05  2.9465830E-03  5.7043200E-03  3.9968160E-06  9.7968050E-06  1.7928320E-03  2.4381130E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  4  0.732882090000000E+09    0.800000 -0.585150  3.687220  0.7226180E+00  0.2634572E+00  2.2488310E-03  3.6019180E-05  6.5179750E-04  5.6533460E-03  3.7932670E-06  1.2743730E-05  1.7780740E-03  2.4154520E-04  0.000E+00  0.0000  3.687220    0.000  1.907940  7.056150  0.6926472E+00  0.2928495E+00  1.1284100E-04  4.0360440E-05  3.1825700E-03  5.7127720E-03  4.0678810E-06  8.8043760E-06  1.7952770E-03  2.4418660E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  5  0.957233760000000E+09    0.800000 -0.583220  3.687280  0.7235783E+00  0.2625247E+00  2.2427240E-03  3.5910840E-05  6.5012670E-04  5.6394910E-03  3.7832550E-06  1.2707570E-05  1.7740570E-03  2.4092910E-04  0.000E+00  0.0000  3.687280    0.000  1.912620  7.056680  0.6846394E+00  0.3008305E+00  5.0753540E-05  1.7774830E-05  3.2854240E-03  5.7213460E-03  4.1406550E-06  7.8965610E-06  1.7977590E-03  2.4456790E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  6  0.118158540000000E+10    0.800000 -0.581190  3.687380  0.7245305E+00  0.2616003E+00  2.2366490E-03  3.5803110E-05  6.4846380E-04  5.6256970E-03  3.7732880E-06  1.2671590E-05  1.7700550E-03  2.4031570E-04  0.000E+00  0.0000  3.687380    0.000  1.917420  7.057390  0.6766707E+00  0.3087796E+00  2.4861650E-05  8.3531000E-06  3.3318720E-03  5.7300490E-03  4.2160640E-06  7.0589940E-06  1.8002800E-03  2.4495520E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  7  0.140593710000000E+10    0.800000 -0.579090  3.687510  0.7254753E+00  0.2606832E+00  2.2306050E-03  3.5695960E-05  6.4680860E-04  5.6119640E-03  3.7633690E-06  1.2635790E-05  1.7660690E-03  2.3970500E-04  0.000E+00  0.0000  3.687510    0.000  1.922310  7.058200  0.6687262E+00  0.3167072E+00  1.4284610E-05  4.5048850E-06  3.3544730E-03  5.7388880E-03  4.2947370E-06  6.2841470E-06  1.8028410E-03  2.4534880E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  8  0.163028870000000E+10    0.800000 -0.576910  3.687650  0.7264131E+00  0.2597729E+00  2.2245910E-03  3.5589380E-05  6.4516110E-04  5.5982900E-03  3.7534950E-06  1.2600160E-05  1.7620980E-03  2.3909700E-04  0.000E+00  0.0000  3.687650    0.000  1.927280  7.059090  0.6607976E+00  0.3246200E+00  1.0082830E-05  2.9766350E-06  3.3671750E-03  5.7478680E-03  4.3771970E-06  5.5674700E-06  1.8054430E-03  2.4574900E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  9  0.185464040000000E+10    0.800000 -0.574680  3.687820  0.7273442E+00  0.2588692E+00  2.2186070E-03  3.5483360E-05  6.4352120E-04  5.5846770E-03  3.7436670E-06  1.2564710E-05  1.7581430E-03  2.3849160E-04  0.000E+00  0.0000  3.687820    0.000  1.932330  7.060030  0.6528794E+00  0.3325226E+00  8.4686970E-06  2.3897230E-06  3.3758900E-03  5.7569960E-03  4.4639150E-06  4.9059520E-06  1.8080890E-03  2.4615590E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.207899210000000E+10    0.800000 -0.572380  3.688000  0.7282690E+00  0.2579717E+00  2.2126520E-03  3.5377910E-05  6.4188900E-04  5.5711240E-03  3.7338840E-06  1.2529430E-05  1.7542050E-03  2.3788900E-04  0.000E+00  0.0000  3.688000    0.000  1.937440  7.061020  0.6449682E+00  0.3404182E+00  7.8731580E-06  2.1730320E-06  3.3830730E-03  5.7662770E-03  4.5553560E-06  4.2973590E-06  1.8107800E-03  2.4656990E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 11  0.230334370000000E+10    0.800000 -0.570030  3.688190  0.7291878E+00  0.2570801E+00  2.2067270E-03  3.5273000E-05  6.4026430E-04  5.5576310E-03  3.7241480E-06  1.2494330E-05  1.7502820E-03  2.3728900E-04  0.000E+00  0.0000  3.688190    0.000  1.942620  7.062050  0.6370612E+00  0.3483091E+00  7.6658780E-06  2.0971430E-06  3.3897110E-03  5.7757170E-03  4.6519870E-06  3.7398760E-06  1.8135180E-03  2.4699120E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 12  0.252769540000000E+10    0.800000 -0.567620  3.688400  0.7301006E+00  0.2561943E+00  2.2008310E-03  3.5168660E-05  6.3864720E-04  5.5441990E-03  3.7144570E-06  1.2459390E-05  1.7463750E-03  2.3669170E-04  0.000E+00  0.0000  3.688400    0.000  1.947860  7.063120  0.6291566E+00  0.3561974E+00  7.6027730E-06  2.0732250E-06  3.3961890E-03  5.7853200E-03  4.7542950E-06  3.2318330E-06  1.8163040E-03  2.4742010E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 13  0.275204710000000E+10    0.800000 -0.565170  3.688610  0.7310076E+00  0.2553142E+00  2.1949650E-03  3.5064860E-05  6.3703780E-04  5.5308270E-03  3.7048110E-06  1.2424640E-05  1.7424850E-03  2.3609720E-04  0.000E+00  0.0000  3.688610    0.000  1.953170  7.064210  0.6212529E+00  0.3640845E+00  7.5931420E-06  2.0682820E-06  3.4026550E-03  5.7950930E-03  4.8627950E-06  2.7715960E-06  1.8191400E-03  2.4785670E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 14  0.297639870000000E+10    0.800000 -0.562670  3.688830  0.7319091E+00  0.2544396E+00  2.1891280E-03  3.4961620E-05  6.3543610E-04  5.5175180E-03  3.6952140E-06  1.2390060E-05  1.7386110E-03  2.3550550E-04  0.000E+00  0.0000  3.688830    0.000  1.958540  7.065330  0.6133488E+00  0.3719714E+00  7.6047690E-06  2.0706000E-06  3.4091640E-03  5.8050410E-03  4.9780360E-06  2.3574340E-06  1.8220290E-03  2.4830150E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 15  0.320075040000000E+10    0.800000 -0.560130  3.689060  0.7328049E+00  0.2535703E+00  2.1833220E-03  3.4858950E-05  6.3384230E-04  5.5042720E-03  3.6856630E-06  1.2355660E-05  1.7347550E-03  2.3491670E-04  0.000E+00  0.0000  3.689060    0.000  1.963980  7.066480  0.6054435E+00  0.3798591E+00  7.6266710E-06  2.0761990E-06  3.4157390E-03  5.8151710E-03  5.1006090E-06  1.9874930E-06  1.8249710E-03  2.4875470E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
