line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.504333980000000E+09    1.250000  0.320550  3.804930  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0164  3.804930    0.000  1.972890  7.210600  0.6533556E+00  0.3322867E+00  1.3102530E-05  3.5834720E-06  3.3264150E-03  5.5726540E-03  1.3490110E-04  3.2327230E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.561372540000000E+09    1.250000  0.323490  3.804990  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0162  3.804990    0.000  1.977750  7.212050  0.6453584E+00  0.3402833E+00  1.3181310E-05  3.6052600E-06  3.3261690E-03  5.5534430E-03  1.5546700E-04  3.7465140E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 11  0.616826690000000E+09    1.250000  0.326370  3.805050  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0161  3.805050    0.000  1.982530  7.213490  0.6375256E+00  0.3481155E+00  1.3260060E-05  3.6270400E-06  3.3261000E-03  5.5335770E-03  1.7651340E-04  4.2757320E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 12  0.673865250000000E+09    1.250000  0.329350  3.805100  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0159  3.805100    0.000  1.987500  7.214980  0.6294072E+00  0.3562332E+00  1.3343400E-05  3.6500900E-06  3.3262400E-03  5.5118320E-03  1.9929360E-04  4.8521700E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 13  0.727735000000000E+09    1.250000  0.332190  3.805160  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0158  3.805160    0.000  1.992240  7.216410  0.6216800E+00  0.3639597E+00  1.3424510E-05  3.6725260E-06  3.3266050E-03  5.4899890E-03  2.2190880E-04  5.4279140E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 14  0.783189150000000E+09    1.250000  0.335140  3.805210  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0157  3.805210    0.000  1.997180  7.217910  0.6136626E+00  0.3719763E+00  1.3510630E-05  3.6963440E-06  3.3272600E-03  5.4660860E-03  2.4635160E-04  6.0537750E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 15  0.837058900000000E+09    1.250000  0.338010  3.805260  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0144  3.805260    0.000  2.002120  7.219320  0.6058042E+00  0.3798343E+00  1.3657980E-05  3.7360610E-06  3.3281310E-03  5.4413290E-03  2.7133120E-04  6.7071770E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 16  0.890928650000000E+09    1.250000  0.341040  3.805290  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0137  3.805290    0.000  2.007010  7.220740  0.5977050E+00  0.3879326E+00  1.3743760E-05  3.7608400E-06  3.3295700E-03  5.4134010E-03  2.9909730E-04  7.4338240E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 17  0.943214000000000E+09    1.250000  0.343870  3.805340  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0136  3.805340    0.000  2.011900  7.222200  0.5897781E+00  0.3958586E+00  1.3835110E-05  3.7861030E-06  3.3314180E-03  5.3846200E-03  3.2726390E-04  8.1668030E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 18  0.993914940000000E+09    1.250000  0.346610  3.805370  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0136  3.805370    0.000  2.016700  7.223630  0.5820270E+00  0.4036089E+00  1.3927130E-05  3.8115530E-06  3.3337080E-03  5.3550330E-03  3.5574770E-04  8.9116700E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 19  0.104620030000000E+10    1.250000  0.349470  3.805410  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0135  3.805410    0.000  2.021700  7.225140  0.5739648E+00  0.4116702E+00  1.4026220E-05  3.8389480E-06  3.3366630E-03  5.3226830E-03  3.8634800E-04  9.7157930E-08  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 20  0.109690120000000E+10    1.250000  0.352250  3.805440  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0134  3.805440    0.000  2.026610  7.226610  0.5660774E+00  0.4195568E+00  1.4126790E-05  3.8667510E-06  3.3401880E-03  5.2894160E-03  4.1722660E-04  1.0531100E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 21  0.114760220000000E+10    1.250000  0.355050  3.805490  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0134  3.805490    0.000  2.031570  7.228110  0.5581190E+00  0.4275144E+00  1.4232240E-05  3.8959000E-06  3.3444590E-03  5.2541650E-03  4.4929840E-04  1.1381790E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 22  0.119671870000000E+10    1.250000  0.357810  3.805580  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0123  3.805580    0.000  2.036540  7.229530  0.5503015E+00  0.4353313E+00  1.4388810E-05  3.9392100E-06  3.3494100E-03  5.2175360E-03  4.8191810E-04  1.2273490E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 23  0.124583520000000E+10    1.250000  0.360560  3.805670  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0119  3.805670    0.000  2.041600  7.230990  0.5422464E+00  0.4433858E+00  1.4522510E-05  3.9761620E-06  3.3556960E-03  5.1766750E-03  5.1745330E-04  1.3231910E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 24  0.129336740000000E+10    1.250000  0.363230  3.805760  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0119  3.805760    0.000  2.046500  7.232450  0.5343775E+00  0.4512540E+00  1.4641340E-05  4.0089900E-06  3.3629000E-03  5.1348970E-03  5.5287510E-04  1.4183060E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 25  0.134089950000000E+10    1.250000  0.365910  3.805840  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0119  3.805840    0.000  2.051460  7.233930  0.5264335E+00  0.4591976E+00  1.4767410E-05  4.0438070E-06  3.3713220E-03  5.0907990E-03  5.8926850E-04  1.5164400E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 26  0.138843160000000E+10    1.250000  0.368590  3.805920  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0118  3.805920    0.000  2.056480  7.235420  0.5184114E+00  0.4672193E+00  1.4901520E-05  4.0808390E-06  3.3811170E-03  5.0442590E-03  6.2657500E-04  1.6174570E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 27  0.143437940000000E+10    1.250000  0.371110  3.806000  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0120  3.806000    0.000  2.061600  7.236970  0.5105749E+00  0.4750556E+00  1.5046350E-05  4.1208350E-06  3.3920700E-03  4.9967250E-03  6.6351240E-04  1.7182190E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 28  0.148032710000000E+10    1.250000  0.373690  3.806060  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0120  3.806060    0.000  2.066580  7.238450  0.5026576E+00  0.4829729E+00  1.5194050E-05  4.1616000E-06  3.4046720E-03  4.9466030E-03  7.0119170E-04  1.8210680E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 29  0.152627480000000E+10    1.250000  0.376330  3.806140  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0117  3.806140    0.000  2.071630  7.239950  0.4946424E+00  0.4909884E+00  1.5371940E-05  4.2107150E-06  3.4191370E-03  4.8935730E-03  7.3964500E-04  1.9275670E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 30  0.157063810000000E+10    1.250000  0.378860  3.806220  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0117  3.806220    0.000  2.076570  7.241420  0.4867821E+00  0.4988492E+00  1.5537600E-05  4.2564170E-06  3.4352740E-03  4.8390620E-03  7.7766190E-04  2.0321620E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 31  0.161500150000000E+10    1.250000  0.381410  3.806280  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0117  3.806280    0.000  2.081570  7.242920  0.4788376E+00  0.5067944E+00  1.5715540E-05  4.3054920E-06  3.4535610E-03  4.7818130E-03  8.1595640E-04  2.1379570E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 32  0.165936480000000E+10    1.250000  0.383950  3.806350  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0117  3.806350    0.000  2.086620  7.244430  0.4708056E+00  0.5148276E+00  1.5907130E-05  4.3583320E-06  3.4742260E-03  4.7217130E-03  8.5436730E-04  2.2445380E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 33  0.170372810000000E+10    1.250000  0.386340  3.806430  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0122  3.806430    0.000  2.091980  7.246150  0.4628983E+00  0.5227363E+00  1.6121330E-05  4.4174110E-06  3.4963850E-03  4.6618910E-03  8.9063020E-04  2.3466220E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 34  0.174650700000000E+10    1.250000  0.388800  3.806490  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0122  3.806490    0.000  2.096980  7.247650  0.4549616E+00  0.5306748E+00  1.6336890E-05  4.4768300E-06  3.5216860E-03  4.5977590E-03  9.2765490E-04  2.4502320E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 35  0.178928590000000E+10    1.250000  0.391260  3.806530  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0123  3.806530    0.000  2.102050  7.249170  0.4469312E+00  0.5387075E+00  1.6569490E-05  4.5409310E-06  3.5499670E-03  4.5306490E-03  9.6419290E-04  2.5529650E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 36  0.183048050000000E+10    1.250000  0.393630  3.806570  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0123  3.806570    0.000  2.107000  7.250660  0.4391013E+00  0.5465401E+00  1.6814270E-05  4.6083870E-06  3.5803110E-03  4.4630460E-03  9.9872880E-04  2.6507330E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 37  0.187167500000000E+10    1.250000  0.395960  3.806590  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0124  3.806590    0.000  2.111960  7.252160  0.4312875E+00  0.5543570E+00  1.7063010E-05  4.6768950E-06  3.6130620E-03  4.3944740E-03  1.0313660E-03  2.7431130E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 38  0.191445390000000E+10    1.250000  0.398410  3.806620  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0127  3.806620    0.000  2.117040  7.253750  0.4232574E+00  0.5623908E+00  1.7333860E-05  4.7515110E-06  3.6491470E-03  4.3234130E-03  1.0625580E-03  2.8321850E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 39  0.196040160000000E+10    1.250000  0.401030  3.806640  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0132  3.806640    0.000  2.122180  7.255460  0.4153623E+00  0.5702898E+00  1.7599860E-05  4.8247700E-06  3.6849700E-03  4.2581300E-03  1.0879420E-03  2.9055150E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 40  0.200159610000000E+10    1.250000  0.403370  3.806640  0.7200000E+00  0.2660000E+00  2.2653050E-03  3.6311680E-05  6.5629930E-04  5.6906390E-03  3.8202360E-06  1.2841180E-05  1.7888690E-03  2.4320250E-04  0.000E+00  0.0135  3.806640    0.000  2.127180  7.257040  0.4074927E+00  0.5781641E+00  1.7899000E-05  4.9071590E-06  3.7263650E-03  4.1846740E-03  1.1151820E-03  2.9843000E-07  1.7888690E-03  2.4320250E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
