line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.158246191000403E+08    5.000000  2.740307  4.233552  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2555  4.233552    0.000  1.352551  7.448752  0.6527366E+00  0.3334155E+00  3.7280335E-05  9.9809952E-06  6.9955971E-03  1.4884672E-03  2.1694630E-05  1.1092301E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002908  0.0000000E+00  0.0000000000E+00
 10  0.175512416721858E+08    5.000000  2.744320  4.232703  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2531  4.232703    0.000  1.351207  7.449071  0.6447542E+00  0.3414191E+00  3.8093477E-05  1.0198907E-05  7.1409996E-03  1.3233193E-03  1.9164956E-05  9.8263850E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002935  0.0000000E+00  0.0000000000E+00
 11  0.192383985855395E+08    5.000000  2.748549  4.231959  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2511  4.231959    0.000  1.350427  7.449568  0.6367774E+00  0.3494142E+00  3.8819894E-05  1.0393721E-05  7.2656119E-03  1.1817818E-03  1.6947895E-05  8.7272143E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002964  0.0000000E+00  0.0000000000E+00
 12  0.208811566327524E+08    5.000000  2.752522  4.231180  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2488  4.231180    0.000  1.349538  7.450021  0.6288826E+00  0.3573245E+00  3.9445067E-05  1.0561402E-05  7.3719068E-03  1.0610200E-03  1.5078329E-05  7.7955330E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002991  0.0000000E+00  0.0000000000E+00
 13  0.225239146799652E+08    5.000000  2.756763  4.230435  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2468  4.230435    0.000  1.349037  7.450538  0.6208350E+00  0.3653859E+00  4.0015438E-05  1.0714480E-05  7.4656259E-03  9.5451974E-04  1.3423535E-05  6.9719691E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003020  0.0000000E+00  0.0000000000E+00
 14  0.241222738610371E+08    5.000000  2.760728  4.229640  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2442  4.229640    0.000  1.348363  7.450987  0.6128820E+00  0.3733507E+00  4.0506991E-05  1.0846411E-05  7.5459403E-03  8.6322718E-04  1.2027279E-05  6.2722440E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003048  0.0000000E+00  0.0000000000E+00
 15  0.257206330421091E+08    5.000000  2.764969  4.228906  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2425  4.228906    0.000  1.348143  7.451587  0.6047757E+00  0.3814674E+00  4.0971126E-05  1.0971111E-05  7.6170993E-03  7.8231450E-04  1.0767947E-05  5.6456804E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003078  0.0000000E+00  0.0000000000E+00
 16  0.272745933570401E+08    5.000000  2.768952  4.228152  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2399  4.228152    0.000  1.347801  7.452208  0.5967590E+00  0.3894931E+00  4.1384334E-05  1.1082172E-05  7.6783904E-03  7.1259752E-04  9.6858746E-06  5.1065072E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003106  0.0000000E+00  0.0000000000E+00
 17  0.287974744656724E+08    5.000000  2.773143  4.227469  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2382  4.227469    0.000  1.347900  7.452962  0.5887289E+00  0.3975311E+00  4.1776371E-05  1.1187668E-05  7.7320280E-03  6.5155039E-04  8.7230779E-06  4.6297528E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003136  0.0000000E+00  0.0000000000E+00
 18  0.302759567081639E+08    5.000000  2.777050  4.226723  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2357  4.226723    0.000  1.347750  7.453625  0.5807925E+00  0.4054743E+00  4.2118511E-05  1.1279740E-05  7.7784249E-03  5.9872203E-04  7.9083941E-06  4.2224435E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003165  0.0000000E+00  0.0000000000E+00
 19  0.317544389506553E+08    5.000000  2.781202  4.225986  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2337  4.225986    0.000  1.347931  7.454326  0.5727147E+00  0.4135583E+00  4.2442572E-05  1.1367025E-05  7.8197880E-03  5.5159321E-04  7.1823738E-06  3.8591783E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003195  0.0000000E+00  0.0000000000E+00
 20  0.331929622136199E+08    5.000000  2.785083  4.225213  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2315  4.225213    0.000  1.347940  7.455033  0.5647007E+00  0.4215776E+00  4.2736998E-05  1.1446353E-05  7.8557577E-03  5.1058646E-04  6.5532925E-06  3.5437301E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003224  0.0000000E+00  0.0000000000E+00
 21  0.345915264970578E+08    5.000000  2.789070  4.224431  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2296  4.224431    0.000  1.348172  7.455646  0.5568082E+00  0.4294747E+00  4.2998233E-05  1.1516785E-05  7.8868662E-03  4.7509966E-04  6.0207574E-06  3.2742652E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003254  0.0000000E+00  0.0000000000E+00
 22  0.359900907804956E+08    5.000000  2.792924  4.223636  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2273  4.223636    0.000  1.348316  7.456389  0.5487414E+00  0.4375456E+00  4.3255068E-05  1.1586070E-05  7.9148166E-03  4.4318882E-04  5.5315504E-06  3.0285510E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003283  0.0000000E+00  0.0000000000E+00
 23  0.373367083905487E+08    5.000000  2.796802  4.222903  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2254  4.222903    0.000  1.348772  7.457233  0.5408545E+00  0.4454361E+00  4.3506067E-05  1.1653858E-05  7.9388537E-03  4.1570511E-04  5.1005696E-06  2.8141987E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003312  0.0000000E+00  0.0000000000E+00
 24  0.387033054903653E+08    5.000000  2.800771  4.222089  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2229  4.222089    0.000  1.349174  7.458022  0.5326534E+00  0.4536404E+00  4.3742986E-05  1.1717861E-05  7.9608481E-03  3.9053674E-04  4.7149765E-06  2.6206086E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003342  0.0000000E+00  0.0000000000E+00
 25  0.399979764270336E+08    5.000000  2.804473  4.221277  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2207  4.221277    0.000  1.349484  7.458786  0.5247756E+00  0.4615210E+00  4.3956527E-05  1.1775573E-05  7.9794384E-03  3.6924189E-04  4.3887035E-06  2.4566576E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003371  0.0000000E+00  0.0000000000E+00
 26  0.412926473637019E+08    5.000000  2.808423  4.220463  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2188  4.220463    0.000  1.350153  7.459581  0.5167220E+00  0.4695772E+00  4.4168433E-05  1.1832901E-05  7.9961868E-03  3.5002605E-04  4.0928914E-06  2.3081902E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003402  0.0000000E+00  0.0000000000E+00
 27  0.425513552187961E+08    5.000000  2.812071  4.219572  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2163  4.219572    0.000  1.350468  7.460263  0.5087751E+00  0.4775262E+00  4.4352129E-05  1.1882584E-05  8.0107687E-03  3.3329236E-04  3.8404451E-06  2.1798492E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003430  0.0000000E+00  0.0000000000E+00
 28  0.438100630738902E+08    5.000000  2.815983  4.218724  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2148  4.218724    0.000  1.351246  7.461078  0.5006921E+00  0.4856112E+00  4.4548729E-05  1.1935833E-05  8.0238149E-03  3.1827330E-04  3.6081992E-06  2.0638635E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003462  0.0000000E+00  0.0000000000E+00
 29  0.450328078474102E+08    5.000000  2.819650  4.217883  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2123  4.217883    0.000  1.351880  7.461997  0.4926769E+00  0.4936282E+00  4.4747342E-05  1.1989650E-05  8.0352243E-03  3.0510373E-04  3.3948270E-06  1.9585855E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003491  0.0000000E+00  0.0000000000E+00
 30  0.462303784638283E+08    5.000000  2.823461  4.217009  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2107  4.217009    0.000  1.352755  7.462820  0.4846772E+00  0.5016293E+00  4.4930745E-05  1.2039376E-05  8.0452850E-03  2.9347355E-04  3.2104933E-06  1.8667995E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003522  0.0000000E+00  0.0000000000E+00
 31  0.473955823068297E+08    5.000000  2.827003  4.216102  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2083  4.216102    0.000  1.353365  7.463640  0.4767364E+00  0.5095715E+00  4.5102510E-05  1.2085934E-05  8.0541183E-03  2.8324600E-04  3.0468875E-06  1.7854935E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003550  0.0000000E+00  0.0000000000E+00
 32  0.485607861498311E+08    5.000000  2.830693  4.215176  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2063  4.215176    0.000  1.354232  7.464477  0.4686755E+00  0.5176336E+00  4.5275318E-05  1.2132811E-05  8.0620403E-03  2.7404481E-04  2.8975048E-06  1.7115811E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003581  0.0000000E+00  0.0000000000E+00
 33  0.496936232194158E+08    5.000000  2.834303  4.214241  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2043  4.214241    0.000  1.355079  7.465328  0.4606483E+00  0.5256619E+00  4.5447673E-05  1.2179598E-05  8.0690101E-03  2.6591881E-04  2.7626525E-06  1.6453375E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003611  0.0000000E+00  0.0000000000E+00
 34  0.507940935155838E+08    5.000000  2.837719  4.213242  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2018  4.213242    0.000  1.355721  7.466056  0.4527545E+00  0.5335567E+00  4.5597720E-05  1.2220314E-05  8.0750966E-03  2.5882040E-04  2.6481952E-06  1.5884509E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003639  0.0000000E+00  0.0000000000E+00
 35  0.518783804250435E+08    5.000000  2.841373  4.212337  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2000  4.212337    0.000  1.356983  7.467023  0.4448027E+00  0.5415094E+00  4.5778777E-05  1.2269492E-05  8.0805049E-03  2.5244673E-04  2.5323592E-06  1.5332232E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003670  0.0000000E+00  0.0000000000E+00
 36  0.529561939798198E+08    5.000000  2.844800  4.211323  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1979  4.211323    0.000  1.357854  7.467890  0.4367649E+00  0.5495479E+00  4.5941955E-05  1.2313803E-05  8.0853744E-03  2.4670509E-04  2.4307740E-06  1.4842168E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003699  0.0000000E+00  0.0000000000E+00
 37  0.540048774385211E+08    5.000000  2.848366  4.210325  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1962  4.210325    0.000  1.359102  7.468759  0.4288110E+00  0.5575025E+00  4.6106823E-05  1.2358608E-05  8.0896476E-03  2.4163364E-04  2.3382908E-06  1.4399978E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003730  0.0000000E+00  0.0000000000E+00
 38  0.550535608972223E+08    5.000000  2.851747  4.209258  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1939  4.209258    0.000  1.360077  7.469651  0.4206793E+00  0.5656348E+00  4.6267829E-05  1.2402337E-05  8.0935403E-03  2.3699817E-04  2.2514216E-06  1.3986560E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003759  0.0000000E+00  0.0000000000E+00
 39  0.560731142598486E+08    5.000000  2.855063  4.208183  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1917  4.208183    0.000  1.361146  7.470536  0.4126544E+00  0.5736603E+00  4.6434233E-05  1.2447573E-05  8.0969467E-03  2.3290246E-04  2.1720171E-06  1.3612456E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003787  0.0000000E+00  0.0000000000E+00
 40  0.570489724783623E+08    5.000000  2.858475  4.207136  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1898  4.207136    0.000  1.362496  7.471418  0.4047992E+00  0.5815160E+00  4.6590431E-05  1.2490031E-05  8.0999358E-03  2.2929417E-04  2.0995574E-06  1.3273170E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003817  0.0000000E+00  0.0000000000E+00
